userid,placeid,datetime,categoryid,lat,lng
194912,23524,2011-02-17T17:54:51Z,6,33.4357390069,-112.0011520386
194912,23524,2010-10-10T00:41:05Z,6,33.4357390069,-112.0011520386
194912,23524,2010-09-29T20:39:01Z,6,33.4357390069,-112.0011520386
194912,23524,2010-09-29T20:33:12Z,6,33.4357390069,-112.0011520386
194912,23524,2010-09-27T00:31:08Z,6,33.4357390069,-112.0011520386
194912,23524,2010-09-26T23:43:08Z,6,33.4357390069,-112.0011520386
194912,23524,2010-09-26T23:15:23Z,6,33.4357390069,-112.0011520386
194912,23524,2010-09-26T22:46:08Z,6,33.4357390069,-112.0011520386
194912,23524,2010-08-09T17:41:44Z,6,33.4357390069,-112.0011520386
194912,23524,2010-07-29T07:56:52Z,6,33.4357390069,-112.0011520386
194912,23524,2010-07-29T06:32:06Z,6,33.4357390069,-112.0011520386
194912,23524,2010-07-24T22:37:58Z,6,33.4357390069,-112.0011520386
194912,23524,2010-07-24T18:27:03Z,6,33.4357390069,-112.0011520386
194912,23524,2010-07-08T21:12:41Z,6,33.4357390069,-112.0011520386
194912,23524,2010-06-16T21:40:19Z,6,33.4357390069,-112.0011520386
194912,23524,2010-06-16T21:37:14Z,6,33.4357390069,-112.0011520386
194912,23524,2010-06-16T21:36:56Z,6,33.4357390069,-112.0011520386
194912,23524,2010-06-16T21:36:11Z,6,33.4357390069,-112.0011520386
194912,23524,2010-06-04T14:03:14Z,6,33.4357390069,-112.0011520386
194912,23524,2010-06-04T14:02:15Z,6,33.4357390069,-112.0011520386
194912,23524,2010-05-13T07:41:24Z,6,33.4357390069,-112.0011520386
194912,23524,2010-05-13T07:09:51Z,6,33.4357390069,-112.0011520386
194912,23524,2010-05-05T13:58:30Z,6,33.4357390069,-112.0011520386
214386,23524,2011-05-30T01:18:25Z,6,33.4357390069,-112.0011520386
214386,23524,2011-05-20T21:34:43Z,6,33.4357390069,-112.0011520386
214386,23524,2011-04-26T03:30:25Z,6,33.4357390069,-112.0011520386
214386,23524,2011-04-26T00:07:36Z,6,33.4357390069,-112.0011520386
214386,23524,2010-05-09T23:00:07Z,6,33.4357390069,-112.0011520386
214386,23524,2010-05-07T20:10:33Z,6,33.4357390069,-112.0011520386
104483,23524,2011-05-03T23:50:01Z,6,33.4357390069,-112.0011520386
161818,23524,2010-08-22T00:40:09Z,6,33.4357390069,-112.0011520386
14232,23524,2009-11-23T22:11:07Z,6,33.4357390069,-112.0011520386
19191,23524,2011-04-02T21:55:42Z,6,33.4357390069,-112.0011520386
11575,23524,2011-01-04T04:59:39Z,6,33.4357390069,-112.0011520386
11575,23524,2010-01-05T14:00:48Z,6,33.4357390069,-112.0011520386
133080,23524,2010-09-08T01:09:49Z,6,33.4357390069,-112.0011520386
5364,23524,2010-05-10T02:04:58Z,6,33.4357390069,-112.0011520386
5364,23524,2010-05-08T00:23:08Z,6,33.4357390069,-112.0011520386
203354,23524,2011-05-01T15:48:00Z,6,33.4357390069,-112.0011520386
203354,23524,2010-08-10T14:48:22Z,6,33.4357390069,-112.0011520386
59540,23524,2010-06-29T16:20:38Z,6,33.4357390069,-112.0011520386
1856,23524,2009-09-05T18:24:59Z,6,33.4357390069,-112.0011520386
1856,23524,2009-09-05T18:24:52Z,6,33.4357390069,-112.0011520386
90464,23524,2011-01-21T20:46:28Z,6,33.4357390069,-112.0011520386
6998,23524,2009-11-30T00:34:27Z,6,33.4357390069,-112.0011520386
6998,23524,2009-11-26T16:35:06Z,6,33.4357390069,-112.0011520386
109967,23524,2010-03-25T17:42:19Z,6,33.4357390069,-112.0011520386
109967,23524,2010-03-16T03:13:17Z,6,33.4357390069,-112.0011520386
17301,23524,2010-11-02T03:45:01Z,6,33.4357390069,-112.0011520386
17301,23524,2009-12-02T01:58:15Z,6,33.4357390069,-112.0011520386
17301,23524,2009-11-19T14:34:23Z,6,33.4357390069,-112.0011520386
133981,23524,2011-05-27T10:54:26Z,6,33.4357390069,-112.0011520386
133981,23524,2010-05-21T15:48:13Z,6,33.4357390069,-112.0011520386
1531870,23524,2011-04-15T22:32:50Z,6,33.4357390069,-112.0011520386
56947,23524,2010-06-18T20:06:29Z,6,33.4357390069,-112.0011520386
91,23524,2010-04-17T17:02:47Z,6,33.4357390069,-112.0011520386
91,23524,2010-04-17T15:54:02Z,6,33.4357390069,-112.0011520386
91,23524,2010-04-17T15:52:58Z,6,33.4357390069,-112.0011520386
91,23524,2010-04-08T15:57:25Z,6,33.4357390069,-112.0011520386
1756,23524,2010-04-13T18:00:32Z,6,33.4357390069,-112.0011520386
103678,23524,2010-04-09T00:51:24Z,6,33.4357390069,-112.0011520386
103678,23524,2010-04-05T16:01:57Z,6,33.4357390069,-112.0011520386
11442,23524,2010-10-15T15:51:45Z,6,33.4357390069,-112.0011520386
28630,23524,2010-10-05T01:20:07Z,6,33.4357390069,-112.0011520386
28630,23524,2010-06-29T18:03:41Z,6,33.4357390069,-112.0011520386
15060,23524,2010-01-01T12:02:30Z,6,33.4357390069,-112.0011520386
79230,23524,2010-07-26T02:41:34Z,6,33.4357390069,-112.0011520386
102135,23524,2011-06-21T22:48:16Z,6,33.4357390069,-112.0011520386
102135,23524,2010-04-13T16:45:29Z,6,33.4357390069,-112.0011520386
61797,23524,2011-02-02T00:55:09Z,6,33.4357390069,-112.0011520386
112026,23524,2010-03-17T12:46:14Z,6,33.4357390069,-112.0011520386
69067,23524,2010-04-11T00:49:25Z,6,33.4357390069,-112.0011520386
112354,23524,2010-07-15T18:12:01Z,6,33.4357390069,-112.0011520386
112354,23524,2010-07-15T17:11:24Z,6,33.4357390069,-112.0011520386
15412,23524,2010-09-20T14:53:03Z,6,33.4357390069,-112.0011520386
71366,23524,2010-10-16T17:20:41Z,6,33.4357390069,-112.0011520386
142914,23524,2010-12-03T20:53:09Z,6,33.4357390069,-112.0011520386
20681,23524,2011-02-04T19:38:12Z,6,33.4357390069,-112.0011520386
20681,23524,2010-11-12T18:42:29Z,6,33.4357390069,-112.0011520386
64691,23524,2010-02-07T01:05:19Z,6,33.4357390069,-112.0011520386
45102,23524,2010-03-28T20:39:05Z,6,33.4357390069,-112.0011520386
75794,23524,2011-04-22T00:18:07Z,6,33.4357390069,-112.0011520386
39984,23524,2010-03-17T16:01:44Z,6,33.4357390069,-112.0011520386
76057,23524,2011-02-15T02:45:46Z,6,33.4357390069,-112.0011520386
21257,23524,2010-07-27T20:58:06Z,6,33.4357390069,-112.0011520386
25925,23524,2010-03-13T01:51:44Z,6,33.4357390069,-112.0011520386
25925,23524,2010-03-13T01:50:56Z,6,33.4357390069,-112.0011520386
66953,23524,2010-10-06T23:41:07Z,6,33.4357390069,-112.0011520386
66953,23524,2010-09-26T14:55:03Z,6,33.4357390069,-112.0011520386
4622,23524,2009-11-08T01:16:49Z,6,33.4357390069,-112.0011520386
2971,23524,2010-11-08T19:58:35Z,6,33.4357390069,-112.0011520386
2971,23524,2010-10-28T19:35:15Z,6,33.4357390069,-112.0011520386
2971,23524,2010-10-27T03:15:50Z,6,33.4357390069,-112.0011520386
7670,23524,2010-04-10T14:49:50Z,6,33.4357390069,-112.0011520386
7670,23524,2010-03-29T15:45:37Z,6,33.4357390069,-112.0011520386
7670,23524,2010-03-28T03:24:26Z,6,33.4357390069,-112.0011520386
10161,23524,2010-11-08T18:32:27Z,6,33.4357390069,-112.0011520386
10161,23524,2010-08-11T23:28:09Z,6,33.4357390069,-112.0011520386
10161,23524,2010-08-10T06:11:30Z,6,33.4357390069,-112.0011520386
10161,23524,2010-07-08T22:09:10Z,6,33.4357390069,-112.0011520386
10161,23524,2010-07-07T05:24:08Z,6,33.4357390069,-112.0011520386
8031,23524,2011-03-19T20:33:54Z,6,33.4357390069,-112.0011520386
8031,23524,2010-03-20T17:25:39Z,6,33.4357390069,-112.0011520386
8031,23524,2010-03-15T22:43:58Z,6,33.4357390069,-112.0011520386
2259129,23524,2011-03-06T04:41:03Z,6,33.4357390069,-112.0011520386
47747,23524,2010-05-08T06:28:21Z,6,33.4357390069,-112.0011520386
47747,23524,2010-05-08T06:25:17Z,6,33.4357390069,-112.0011520386
47747,23524,2010-05-04T18:18:03Z,6,33.4357390069,-112.0011520386
82771,23524,2010-01-18T00:05:37Z,6,33.4357390069,-112.0011520386
82771,23524,2010-01-15T00:02:09Z,6,33.4357390069,-112.0011520386
20509,23524,2010-08-09T13:57:23Z,6,33.4357390069,-112.0011520386
81135,23524,2011-06-28T18:22:01Z,6,33.4357390069,-112.0011520386
81135,23524,2010-10-25T18:27:10Z,6,33.4357390069,-112.0011520386
105427,23524,2011-05-24T01:51:19Z,6,33.4357390069,-112.0011520386
105427,23524,2011-05-05T14:55:42Z,6,33.4357390069,-112.0011520386
105427,23524,2011-04-05T02:19:40Z,6,33.4357390069,-112.0011520386
105427,23524,2011-03-21T16:26:43Z,6,33.4357390069,-112.0011520386
105427,23524,2010-08-27T03:26:00Z,6,33.4357390069,-112.0011520386
105427,23524,2010-04-21T00:07:58Z,6,33.4357390069,-112.0011520386
105427,23524,2010-02-19T01:32:57Z,6,33.4357390069,-112.0011520386
105427,23524,2010-02-19T01:19:15Z,6,33.4357390069,-112.0011520386
56668,23524,2010-10-26T22:16:04Z,6,33.4357390069,-112.0011520386
56668,23524,2010-10-25T20:06:29Z,6,33.4357390069,-112.0011520386
72137,23524,2010-12-24T04:28:32Z,6,33.4357390069,-112.0011520386
49674,23524,2010-12-06T15:43:46Z,6,33.4357390069,-112.0011520386
61048,23524,2011-06-13T03:32:13Z,6,33.4357390069,-112.0011520386
61048,23524,2010-06-28T12:59:54Z,6,33.4357390069,-112.0011520386
11148,23524,2010-04-03T03:25:35Z,6,33.4357390069,-112.0011520386
61567,23524,2010-05-01T16:27:21Z,6,33.4357390069,-112.0011520386
76395,23524,2011-06-15T21:09:01Z,6,33.4357390069,-112.0011520386
29740,23524,2010-10-19T12:47:07Z,6,33.4357390069,-112.0011520386
29740,23524,2010-10-18T04:38:01Z,6,33.4357390069,-112.0011520386
29740,23524,2010-03-12T16:23:09Z,6,33.4357390069,-112.0011520386
81683,23524,2010-06-13T15:00:29Z,6,33.4357390069,-112.0011520386
11561,23524,2010-05-06T01:24:56Z,6,33.4357390069,-112.0011520386
14410,23524,2010-09-30T15:09:03Z,6,33.4357390069,-112.0011520386
130873,52741,2010-04-30T21:08:01Z,4,36.0161119694,-114.7371339798
18660,52741,2011-04-14T20:12:01Z,4,36.0161119694,-114.7371339798
246324,52741,2010-10-01T20:50:20Z,4,36.0161119694,-114.7371339798
246324,52741,2010-09-30T20:13:52Z,4,36.0161119694,-114.7371339798
58654,52741,2010-09-04T15:19:52Z,4,36.0161119694,-114.7371339798
194912,52741,2011-05-31T00:59:08Z,4,36.0161119694,-114.7371339798
77058,52741,2011-05-06T18:42:22Z,4,36.0161119694,-114.7371339798
9046,52741,2010-06-24T01:41:33Z,4,36.0161119694,-114.7371339798
133080,52741,2010-08-29T19:05:25Z,4,36.0161119694,-114.7371339798
49949,52741,2010-08-21T00:13:07Z,4,36.0161119694,-114.7371339798
212321,52741,2010-10-25T18:18:45Z,4,36.0161119694,-114.7371339798
212321,52741,2010-06-03T14:48:48Z,4,36.0161119694,-114.7371339798
11739,52741,2010-01-04T23:14:51Z,4,36.0161119694,-114.7371339798
75059,52741,2011-03-31T22:17:32Z,4,36.0161119694,-114.7371339798
4622,52741,2011-04-14T22:20:28Z,4,36.0161119694,-114.7371339798
2971,52741,2010-11-10T19:14:03Z,4,36.0161119694,-114.7371339798
10161,52741,2010-11-10T19:08:46Z,4,36.0161119694,-114.7371339798
69997,52741,2010-03-26T22:29:21Z,4,36.0161119694,-114.7371339798
69997,52741,2010-03-26T22:19:13Z,4,36.0161119694,-114.7371339798
21359,52741,2011-01-14T22:45:42Z,4,36.0161119694,-114.7371339798
48405,52741,2010-01-23T22:09:03Z,4,36.0161119694,-114.7371339798
8984,52741,2010-02-26T19:45:31Z,4,36.0161119694,-114.7371339798
74630,52741,2010-01-13T20:08:26Z,4,36.0161119694,-114.7371339798
28555,52741,2011-04-24T18:36:01Z,4,36.0161119694,-114.7371339798
20728,52741,2010-05-13T20:41:22Z,4,36.0161119694,-114.7371339798
28890,947951,2010-04-15T20:17:55Z,4,35.68075785,-109.0494415667
63683,18200,2010-01-19T01:48:05Z,6,33.4360971365,-111.9980835915
4047,18200,2010-01-10T17:45:55Z,6,33.4360971365,-111.9980835915
194912,18200,2011-03-10T00:34:33Z,6,33.4360971365,-111.9980835915
194912,18200,2011-01-31T22:24:24Z,6,33.4360971365,-111.9980835915
194912,18200,2011-01-28T16:50:24Z,6,33.4360971365,-111.9980835915
194912,18200,2010-09-29T20:39:35Z,6,33.4360971365,-111.9980835915
194912,18200,2010-09-26T22:55:18Z,6,33.4360971365,-111.9980835915
194912,18200,2010-07-24T22:39:18Z,6,33.4360971365,-111.9980835915
194912,18200,2010-06-16T22:12:48Z,6,33.4360971365,-111.9980835915
194912,18200,2010-06-16T21:37:44Z,6,33.4360971365,-111.9980835915
194912,18200,2010-06-04T14:40:29Z,6,33.4360971365,-111.9980835915
194912,18200,2010-06-04T14:26:22Z,6,33.4360971365,-111.9980835915
194912,18200,2010-06-04T14:08:59Z,6,33.4360971365,-111.9980835915
194912,18200,2010-05-13T07:40:16Z,6,33.4360971365,-111.9980835915
214386,18200,2010-05-09T22:46:31Z,6,33.4360971365,-111.9980835915
214386,18200,2010-05-07T20:21:23Z,6,33.4360971365,-111.9980835915
214386,18200,2010-05-07T20:04:09Z,6,33.4360971365,-111.9980835915
214386,18200,2010-05-07T20:03:55Z,6,33.4360971365,-111.9980835915
133080,18200,2011-06-01T02:01:27Z,6,33.4360971365,-111.9980835915
103678,18200,2010-04-09T00:28:17Z,6,33.4360971365,-111.9980835915
14160,18200,2010-01-21T15:25:01Z,6,33.4360971365,-111.9980835915
95434,18200,2010-03-26T18:58:23Z,6,33.4360971365,-111.9980835915
64691,18200,2010-02-05T22:13:27Z,6,33.4360971365,-111.9980835915
161988,18200,2010-05-21T16:20:41Z,6,33.4360971365,-111.9980835915
29134,18200,2010-06-10T17:02:35Z,6,33.4360971365,-111.9980835915
47747,18200,2010-05-11T23:10:16Z,6,33.4360971365,-111.9980835915
47747,18200,2010-05-11T23:03:37Z,6,33.4360971365,-111.9980835915
47747,18200,2010-05-11T23:00:16Z,6,33.4360971365,-111.9980835915
47747,18200,2010-05-11T22:53:30Z,6,33.4360971365,-111.9980835915
47747,18200,2010-05-11T22:50:32Z,6,33.4360971365,-111.9980835915
47747,18200,2010-05-11T22:10:21Z,6,33.4360971365,-111.9980835915
47747,18200,2010-05-04T18:11:10Z,6,33.4360971365,-111.9980835915
71727,18200,2010-01-20T18:08:53Z,6,33.4360971365,-111.9980835915
31465,98958,2010-01-12T07:13:45Z,3,33.4495262167,-112.0653565167
31465,98958,2010-01-12T07:13:45Z,3,33.4495262167,-112.0653565167
194912,98958,2011-03-08T15:42:15Z,3,33.4495262167,-112.0653565167
91,98958,2010-04-08T20:56:43Z,3,33.4495262167,-112.0653565167
8031,98958,2011-03-16T23:51:10Z,3,33.4495262167,-112.0653565167
31465,353680,2010-01-11T22:52:54Z,2,32.2276246667,-110.9347318
45852,1097485,2010-07-04T04:38:01Z,4,36.89645648,-113.9085298777
116,667923,2010-05-23T20:38:29Z,6,33.4356220602,-112.0089138152
116,667923,2010-05-23T13:54:05Z,6,33.4356220602,-112.0089138152
116,667923,2010-05-20T05:26:22Z,6,33.4356220602,-112.0089138152
194912,667923,2011-03-10T00:35:00Z,6,33.4356220602,-112.0089138152
194912,667923,2011-02-17T17:55:08Z,6,33.4356220602,-112.0089138152
194912,667923,2010-08-09T18:02:35Z,6,33.4356220602,-112.0089138152
194912,667923,2010-08-09T17:42:01Z,6,33.4356220602,-112.0089138152
194912,667923,2010-07-29T06:32:23Z,6,33.4356220602,-112.0089138152
194912,667923,2010-07-24T22:42:50Z,6,33.4356220602,-112.0089138152
194912,667923,2010-05-13T07:09:29Z,6,33.4356220602,-112.0089138152
194912,667923,2010-05-05T14:29:31Z,6,33.4356220602,-112.0089138152
194912,667923,2010-05-05T14:07:01Z,6,33.4356220602,-112.0089138152
214386,667923,2011-05-29T20:53:42Z,6,33.4356220602,-112.0089138152
214386,667923,2010-05-09T22:46:43Z,6,33.4356220602,-112.0089138152
214386,667923,2010-05-07T20:21:49Z,6,33.4356220602,-112.0089138152
214386,667923,2010-05-07T20:10:17Z,6,33.4356220602,-112.0089138152
91,667923,2010-04-17T15:52:33Z,6,33.4356220602,-112.0089138152
91,667923,2010-04-08T15:56:40Z,6,33.4356220602,-112.0089138152
98933,667923,2010-12-26T18:27:06Z,6,33.4356220602,-112.0089138152
61567,667923,2010-05-03T19:58:59Z,6,33.4356220602,-112.0089138152
116,77005,2010-05-23T03:27:13Z,6,33.4303668845,-112.0450115204
116,77005,2010-05-20T05:46:02Z,6,33.4303668845,-112.0450115204
194912,77005,2010-07-08T21:11:09Z,6,33.4303668845,-112.0450115204
19191,77005,2011-03-26T17:33:12Z,6,33.4303668845,-112.0450115204
203354,77005,2011-05-01T15:39:23Z,6,33.4303668845,-112.0450115204
91,77005,2010-04-17T15:17:40Z,6,33.4303668845,-112.0450115204
45102,77005,2010-03-25T01:44:32Z,6,33.4303668845,-112.0450115204
199984,77005,2010-05-27T12:38:33Z,6,33.4303668845,-112.0450115204
4622,77005,2009-11-08T23:50:12Z,6,33.4303668845,-112.0450115204
116,833424,2010-05-23T03:02:03Z,5,33.3892053998,-111.9602429867
116,1156954,2010-05-22T21:07:21Z,2,33.4149001667,-111.5712355167
116,877735,2010-05-22T17:28:12Z,5,33.6259120893,-111.9946074486
116,139839,2010-05-22T17:11:19Z,5,33.6242682932,-111.9286251068
194912,139839,2010-08-23T18:15:49Z,5,33.6242682932,-111.9286251068
8031,139839,2010-03-18T19:10:54Z,5,33.6242682932,-111.9286251068
105427,139839,2010-01-31T01:27:15Z,5,33.6242682932,-111.9286251068
116,738589,2010-05-22T17:11:08Z,4,33.6242079833,-111.9286008
194912,738589,2010-08-23T18:16:12Z,4,33.6242079833,-111.9286008
102135,738589,2010-04-15T04:40:33Z,4,33.6242079833,-111.9286008
8031,738589,2010-03-18T20:54:39Z,4,33.6242079833,-111.9286008
116,664156,2010-05-22T14:59:29Z,6,33.3804526925,-111.600544886
116,1151277,2010-05-22T03:11:12Z,5,33.37939095,-111.66540372
116,192166,2010-05-21T02:34:17Z,5,33.31116715,-111.7412287167
194912,192166,2011-06-18T17:20:22Z,5,33.31116715,-111.7412287167
194912,192166,2011-06-14T03:30:10Z,5,33.31116715,-111.7412287167
194912,192166,2011-05-22T02:51:23Z,5,33.31116715,-111.7412287167
194912,192166,2011-04-30T03:30:04Z,5,33.31116715,-111.7412287167
194912,192166,2011-03-26T00:17:51Z,5,33.31116715,-111.7412287167
194912,192166,2011-03-14T01:52:41Z,5,33.31116715,-111.7412287167
194912,192166,2011-03-06T02:27:47Z,5,33.31116715,-111.7412287167
194912,192166,2011-01-22T01:38:35Z,5,33.31116715,-111.7412287167
194912,192166,2010-09-22T01:39:16Z,5,33.31116715,-111.7412287167
194912,192166,2010-08-21T01:57:27Z,5,33.31116715,-111.7412287167
194912,192166,2010-08-17T17:00:56Z,5,33.31116715,-111.7412287167
194912,192166,2010-04-14T00:18:55Z,5,33.31116715,-111.7412287167
194912,192166,2010-04-08T19:27:34Z,5,33.31116715,-111.7412287167
194912,192166,2010-03-30T23:23:38Z,5,33.31116715,-111.7412287167
14284,192166,2011-02-16T02:19:02Z,5,33.31116715,-111.7412287167
14284,192166,2011-01-31T18:06:50Z,5,33.31116715,-111.7412287167
116,326581,2010-05-21T00:41:23Z,5,33.4144268333,-111.5801040833
116,809912,2010-05-20T23:36:28Z,2,33.3826553822,-111.6004675627
876,149417,2010-12-29T18:18:50Z,2,33.4349291933,-111.9946577068
876,286947,2010-12-17T22:49:35Z,0,34.8576762167,-114.1466137
876,2781463,2010-12-17T20:39:34Z,5,35.21842965,-112.498924517
876,166752,2010-12-17T20:16:37Z,6,35.2521891833,-112.1901725167
876,6598588,2010-12-17T17:54:18Z,5,34.924436223,-110.146491638
2684,268151,2010-01-16T17:35:16Z,5,35.1990852,-113.9039165
148330,6652025,2011-01-30T19:03:03Z,6,33.435388431,-111.999727073
148330,1042103,2011-01-29T02:37:53Z,3,33.3183735609,-111.8930107355
194912,1042103,2010-08-30T16:11:47Z,3,33.3183735609,-111.8930107355
148330,574757,2011-01-29T00:48:24Z,6,33.3039144,-111.8424225667
194912,574757,2010-09-01T15:55:06Z,6,33.3039144,-111.8424225667
194912,574757,2010-08-28T00:50:34Z,6,33.3039144,-111.8424225667
194912,574757,2010-06-17T01:15:43Z,6,33.3039144,-111.8424225667
81135,574757,2011-01-30T17:09:13Z,6,33.3039144,-111.8424225667
81135,574757,2011-01-30T09:27:08Z,6,33.3039144,-111.8424225667
81135,574757,2011-01-28T15:32:54Z,6,33.3039144,-111.8424225667
81135,574757,2011-01-28T04:50:44Z,6,33.3039144,-111.8424225667
81135,574757,2011-01-27T21:35:00Z,6,33.3039144,-111.8424225667
148330,511881,2011-01-28T21:27:24Z,2,33.4902011,-111.9264418833
9881,85724,2010-06-13T20:37:28Z,6,33.50207045,-111.9237433167
8031,85724,2010-03-19T17:58:09Z,6,33.50207045,-111.9237433167
105427,85724,2011-06-30T01:43:43Z,6,33.50207045,-111.9237433167
9881,998287,2010-06-13T02:34:11Z,6,33.50375616,-111.92593604
9881,998287,2010-06-12T01:25:00Z,6,33.50375616,-111.92593604
9881,387715,2010-06-12T03:32:28Z,2,33.5018389667,-111.9264277833
9881,833890,2010-06-10T22:22:49Z,4,36.0568881879,-112.1408414841
194912,833890,2010-05-30T00:45:31Z,4,36.0568881879,-112.1408414841
91,833890,2010-04-12T23:23:04Z,4,36.0568881879,-112.1408414841
59992,833890,2010-05-30T21:22:54Z,4,36.0568881879,-112.1408414841
29631,629675,2011-03-16T04:40:43Z,6,33.4147285416,-111.9363970834
130056,1351285,2010-10-02T21:38:38Z,2,33.437401379,-112.00186152
133080,1351285,2011-06-01T02:17:27Z,2,33.437401379,-112.00186152
133080,1351285,2010-09-08T01:44:01Z,2,33.437401379,-112.00186152
1331047,1351285,2011-03-07T16:46:11Z,2,33.437401379,-112.00186152
4047,175482,2010-01-10T18:00:08Z,3,33.4360659351,-111.998341697
39984,175482,2010-03-11T16:07:35Z,3,33.4360659351,-111.998341697
8031,175482,2010-03-20T18:21:09Z,3,33.4360659351,-111.998341697
47747,175482,2010-05-11T23:15:19Z,3,33.4360659351,-111.998341697
4047,166586,2010-01-10T17:59:44Z,2,33.4360811526,-111.9983726792
39984,166586,2010-03-11T16:11:32Z,2,33.4360811526,-111.9983726792
4047,339497,2010-01-10T17:51:33Z,2,33.4354963585,-111.9990409464
14160,339497,2010-01-21T15:24:41Z,2,33.4354963585,-111.9990409464
82771,339497,2010-01-18T00:28:49Z,2,33.4354963585,-111.9990409464
4047,102155,2010-01-10T17:49:47Z,2,33.435915225,-112.0010424731
14160,102155,2010-01-21T15:23:30Z,2,33.435915225,-112.0010424731
4047,176332,2010-01-10T17:49:33Z,3,33.4359254155,-112.001103099
4047,176332,2010-01-10T17:48:26Z,3,33.4359254155,-112.001103099
194912,176332,2010-06-16T21:46:46Z,3,33.4359254155,-112.001103099
103678,176332,2010-04-05T16:54:01Z,3,33.4359254155,-112.001103099
14160,176332,2010-01-21T15:23:00Z,3,33.4359254155,-112.001103099
246324,1093783,2010-10-01T18:19:45Z,5,35.3290372667,-112.8850141667
246324,301429,2010-10-01T18:13:51Z,5,35.3093786,-112.8565591833
246324,1021136,2010-10-01T04:36:32Z,2,35.96746248,-112.12785148
246324,1784147,2010-10-01T03:05:31Z,4,35.9748866,-112.12695495
246324,324326,2010-09-30T23:10:31Z,2,35.24995565,-112.1902370333
11739,324326,2010-01-04T18:57:31Z,2,35.24995565,-112.1902370333
246324,710926,2010-09-30T21:30:37Z,2,35.2193184833,-114.0344419833
93208,1265806,2010-06-27T14:44:14Z,6,33.44800055,-111.98687118
194912,1265806,2010-07-24T18:26:35Z,6,33.44800055,-111.98687118
93208,92521,2010-05-02T02:45:26Z,6,33.6464670667,-111.91498375
93208,92521,2010-04-30T04:04:41Z,6,33.6464670667,-111.91498375
93208,659684,2010-04-06T02:16:31Z,3,33.4926992833,-111.9230050333
93208,456775,2010-04-06T00:19:24Z,3,33.6337438167,-111.92508855
93208,377637,2010-04-05T05:44:22Z,3,33.4991904634,-111.9258459302
8031,377637,2011-03-16T17:10:09Z,3,33.4991904634,-111.9258459302
93208,140310,2010-04-05T02:12:40Z,3,33.5817931667,-111.9240835667
93208,13850,2010-04-05T00:13:29Z,6,33.4361815333,-112.0139408
194912,13850,2011-02-25T03:50:21Z,6,33.4361815333,-112.0139408
194912,13850,2010-07-24T22:43:28Z,6,33.4361815333,-112.0139408
214386,13850,2010-05-09T22:45:57Z,6,33.4361815333,-112.0139408
91,13850,2010-04-17T15:52:19Z,6,33.4361815333,-112.0139408
102135,13850,2010-04-15T13:05:00Z,6,33.4361815333,-112.0139408
7310,13850,2011-06-06T15:10:44Z,6,33.4361815333,-112.0139408
47747,13850,2010-05-08T06:17:26Z,6,33.4361815333,-112.0139408
47747,13850,2010-05-04T19:16:35Z,6,33.4361815333,-112.0139408
856512,333876,2011-04-16T02:07:42Z,2,33.4380252,-111.9986607167
58654,385983,2010-09-06T17:17:59Z,2,35.1983163249,-111.648516655
58654,313654,2010-09-05T19:26:01Z,2,35.2196130667,-111.6206479167
58654,133215,2010-09-05T02:31:43Z,2,35.1985742099,-111.6478835207
194912,133215,2011-01-15T23:47:13Z,2,35.1985742099,-111.6478835207
58654,428018,2010-09-04T19:47:24Z,2,35.19876255,-111.6474730333
