userid,placeid,datetime,categoryid,lat,lng
21919,44844,2010-01-05T00:59:19Z,6,34.7284400306,-92.2205471992
21919,44844,2010-01-01T10:36:12Z,6,34.7284400306,-92.2205471992
74630,44844,2010-01-16T22:59:15Z,6,34.7284400306,-92.2205471992
74630,44844,2010-01-12T16:30:14Z,6,34.7284400306,-92.2205471992
71697,44844,2010-02-19T21:14:08Z,6,34.7284400306,-92.2205471992
71697,44844,2010-02-15T11:16:43Z,6,34.7284400306,-92.2205471992
112025,233337,2010-10-13T00:39:32Z,6,33.607406,-93.8080857667
1331047,233337,2011-01-25T05:21:56Z,6,33.607406,-93.8080857667
112025,233326,2010-10-13T00:32:19Z,0,33.6532464333,-93.6640363833
112025,1543042,2010-10-13T00:30:17Z,4,33.672214983,-93.624191067
1531870,1543042,2010-10-13T00:30:57Z,4,33.672214983,-93.624191067
233551,1543042,2011-01-20T14:11:28Z,4,33.672214983,-93.624191067
233551,1543042,2011-01-03T01:06:30Z,4,33.672214983,-93.624191067
112025,1233378,2010-10-13T00:28:56Z,6,33.688534148,-93.597382108
112025,3022203,2010-10-13T00:28:30Z,4,33.691695,-93.599599
112025,1503044,2010-10-13T00:16:33Z,4,33.830928533,-93.396005317
112025,233288,2010-10-13T00:10:00Z,6,33.9033071667,-93.297412
1531870,233288,2010-10-13T00:09:29Z,6,33.9033071667,-93.297412
112025,45883,2010-10-12T22:07:27Z,2,34.6150444667,-92.4989426333
6151,45883,2010-11-02T00:47:57Z,2,34.6150444667,-92.4989426333
6151,45883,2009-12-04T18:51:08Z,2,34.6150444667,-92.4989426333
6151,45883,2009-11-26T15:47:02Z,2,34.6150444667,-92.4989426333
6151,45883,2009-11-13T17:19:32Z,2,34.6150444667,-92.4989426333
6151,45883,2009-10-29T01:20:20Z,2,34.6150444667,-92.4989426333
6151,45883,2009-10-17T14:41:19Z,2,34.6150444667,-92.4989426333
6151,45883,2009-10-15T12:52:54Z,2,34.6150444667,-92.4989426333
6151,45883,2009-10-13T00:26:17Z,2,34.6150444667,-92.4989426333
1531870,45883,2010-10-12T22:08:52Z,2,34.6150444667,-92.4989426333
112025,5388691,2010-10-12T21:54:06Z,6,34.6617166835,-92.4024438858
112025,5388595,2010-10-12T21:45:55Z,6,34.7103619417,-92.2703933716
112025,5388427,2010-10-12T21:40:31Z,6,34.7243132833,-92.177760601
112025,5388325,2010-10-12T21:36:13Z,6,34.7812142348,-92.1616137028
1531870,5388325,2010-10-12T21:36:35Z,6,34.7812142348,-92.1616137028
112025,832246,2010-10-12T19:48:42Z,2,35.1463335167,-90.2924906333
1531870,832246,2010-10-12T19:50:28Z,2,35.1463335167,-90.2924906333
112025,1179936,2010-10-12T19:48:00Z,5,35.14683295,-90.29337615
1531870,1179936,2010-10-12T19:50:15Z,5,35.14683295,-90.29337615
34220,1179936,2010-07-22T02:05:07Z,5,35.14683295,-90.29337615
112025,5384766,2010-10-12T19:35:36Z,6,35.1713604478,-90.1931840228
1531870,5384766,2010-10-12T19:36:27Z,6,35.1713604478,-90.1931840228
73156,5384766,2010-11-17T01:02:37Z,6,35.1713604478,-90.1931840228
77058,387697,2010-06-07T18:20:16Z,5,34.20784415,-91.9690710167
62250,387697,2011-01-19T18:58:36Z,5,34.20784415,-91.9690710167
62250,387697,2010-08-28T01:26:50Z,5,34.20784415,-91.9690710167
77058,51473,2010-06-06T20:58:15Z,1,34.7462849582,-92.2585594654
6151,51473,2011-05-21T21:52:49Z,1,34.7462849582,-92.2585594654
34220,51473,2010-11-28T01:27:59Z,1,34.7462849582,-92.2585594654
6151,68335,2011-06-25T23:47:36Z,5,34.5906621667,-92.4896300667
6151,68335,2010-12-03T00:18:11Z,5,34.5906621667,-92.4896300667
6151,68335,2010-11-14T01:26:16Z,5,34.5906621667,-92.4896300667
6151,68335,2010-11-12T11:48:06Z,5,34.5906621667,-92.4896300667
6151,68335,2009-10-29T21:41:20Z,5,34.5906621667,-92.4896300667
6151,7547428,2011-06-25T14:55:16Z,0,34.620609695,-92.493567258
6151,3601243,2011-06-23T10:25:58Z,4,34.620458663,-92.527267261
6151,416395,2011-06-18T17:42:51Z,2,35.2929793167,-93.1329257
6151,847634,2011-05-21T23:42:31Z,2,34.7568894833,-92.32330755
6151,154298,2011-05-21T21:45:22Z,2,34.7435344104,-92.2732257843
34220,154298,2010-07-07T22:45:52Z,2,34.7435344104,-92.2732257843
6151,85618,2011-05-21T20:46:05Z,1,34.7373252,-92.2672040833
6151,85618,2009-11-07T20:54:58Z,1,34.7373252,-92.2672040833
74630,85618,2011-04-01T00:01:03Z,1,34.7373252,-92.2672040833
74630,85618,2010-03-19T15:03:50Z,1,34.7373252,-92.2672040833
74630,85618,2010-02-12T00:35:35Z,1,34.7373252,-92.2672040833
6151,480689,2011-04-07T22:22:01Z,2,34.7506620841,-92.3946594588
75937,480689,2011-01-12T23:30:32Z,2,34.7506620841,-92.3946594588
75937,480689,2010-02-06T23:40:44Z,2,34.7506620841,-92.3946594588
6151,736928,2011-03-26T00:16:23Z,1,34.5100860596,-93.0540390015
6151,292650,2011-03-12T00:01:06Z,2,34.5956823167,-92.488747
6151,96685,2011-02-28T00:42:15Z,2,34.5818567667,-92.5754240167
6151,96685,2009-11-13T00:48:47Z,2,34.5818567667,-92.5754240167
1531870,96685,2010-10-12T23:16:07Z,2,34.5818567667,-92.5754240167
62691,96685,2011-03-20T18:07:40Z,2,34.5818567667,-92.5754240167
6151,5685280,2011-02-20T15:12:11Z,0,34.598125309,-93.016458696
6151,5685280,2010-12-26T15:26:00Z,0,34.598125309,-93.016458696
6151,5685280,2010-11-07T15:20:11Z,0,34.598125309,-93.016458696
6151,5685280,2010-10-17T14:40:00Z,0,34.598125309,-93.016458696
6151,6579381,2011-02-18T01:28:43Z,2,34.752169388,-92.41333671
21919,6579381,2011-03-13T21:46:05Z,2,34.752169388,-92.41333671
21919,6579381,2011-01-16T21:46:25Z,2,34.752169388,-92.41333671
74630,6579381,2011-03-13T21:37:25Z,2,34.752169388,-92.41333671
74630,6579381,2011-02-27T22:20:02Z,2,34.752169388,-92.41333671
74630,6579381,2011-01-16T21:21:57Z,2,34.752169388,-92.41333671
74630,6579381,2010-12-13T01:31:20Z,2,34.752169388,-92.41333671
6151,680517,2011-02-17T23:44:09Z,2,34.7766798,-92.3653269
6151,6871356,2011-02-05T16:08:06Z,5,34.595104907,-92.488964704
6151,35697,2011-02-04T00:01:16Z,2,34.7526186333,-92.4126289167
6151,35697,2010-11-15T23:30:50Z,2,34.7526186333,-92.4126289167
6151,35697,2009-11-07T23:24:33Z,2,34.7526186333,-92.4126289167
6151,35697,2009-11-05T18:04:06Z,2,34.7526186333,-92.4126289167
6151,35697,2009-11-04T17:26:45Z,2,34.7526186333,-92.4126289167
6151,35697,2009-10-22T18:15:25Z,2,34.7526186333,-92.4126289167
6151,35697,2009-10-10T17:57:52Z,2,34.7526186333,-92.4126289167
6151,35697,2009-10-08T22:49:51Z,2,34.7526186333,-92.4126289167
6151,35697,2009-10-03T18:18:49Z,2,34.7526186333,-92.4126289167
261341,35697,2010-10-08T23:44:06Z,2,34.7526186333,-92.4126289167
261341,35697,2010-07-18T03:00:12Z,2,34.7526186333,-92.4126289167
73156,35697,2010-06-08T22:30:36Z,2,34.7526186333,-92.4126289167
74630,35697,2010-02-22T23:37:25Z,2,34.7526186333,-92.4126289167
6151,763641,2011-01-30T00:31:23Z,2,34.5752940667,-92.5817365
6151,763641,2010-12-03T23:13:17Z,2,34.5752940667,-92.5817365
6151,128943,2011-01-29T18:22:29Z,5,34.7300686344,-92.4012030337
74630,128943,2010-08-28T20:22:01Z,5,34.7300686344,-92.4012030337
6151,6567191,2011-01-29T17:38:35Z,5,34.744522783,-92.395120567
6151,6371260,2011-01-19T20:49:09Z,5,34.570649973,-92.588343569
6151,6371260,2010-12-20T17:23:29Z,5,34.570649973,-92.588343569
6151,55075,2011-01-15T01:24:25Z,2,34.6195868,-92.5074545333
6151,55075,2010-11-19T23:36:25Z,2,34.6195868,-92.5074545333
6151,55075,2009-11-26T15:49:20Z,2,34.6195868,-92.5074545333
6151,55075,2009-10-26T23:47:15Z,2,34.6195868,-92.5074545333
6151,55075,2009-10-20T16:19:08Z,2,34.6195868,-92.5074545333
6151,67869,2011-01-03T13:52:10Z,0,34.5625241667,-92.5729850167
6151,67869,2010-12-22T13:40:31Z,0,34.5625241667,-92.5729850167
6151,67869,2010-12-02T13:50:54Z,0,34.5625241667,-92.5729850167
6151,67869,2010-11-16T19:09:46Z,0,34.5625241667,-92.5729850167
6151,67869,2010-10-26T10:57:16Z,0,34.5625241667,-92.5729850167
6151,67869,2010-09-07T17:35:12Z,0,34.5625241667,-92.5729850167
6151,67869,2010-09-03T13:11:54Z,0,34.5625241667,-92.5729850167
6151,67869,2009-11-17T18:59:37Z,0,34.5625241667,-92.5729850167
6151,5334740,2011-01-01T21:49:05Z,6,34.582296592,-92.487144663
6151,5334740,2010-11-14T01:25:59Z,6,34.582296592,-92.487144663
6151,5334740,2010-11-12T11:47:56Z,6,34.582296592,-92.487144663
6151,97653,2010-12-31T17:05:38Z,5,34.6038297667,-92.5326783833
6151,97653,2010-12-05T01:03:21Z,5,34.6038297667,-92.5326783833
6151,97653,2010-11-20T00:13:31Z,5,34.6038297667,-92.5326783833
6151,97653,2009-12-05T17:11:33Z,5,34.6038297667,-92.5326783833
6151,97653,2009-11-17T18:22:44Z,5,34.6038297667,-92.5326783833
6151,97653,2009-11-13T15:25:34Z,5,34.6038297667,-92.5326783833
6151,70117,2010-12-31T17:01:26Z,5,34.6046828333,-92.5319597
6151,70117,2009-11-17T17:47:20Z,5,34.6046828333,-92.5319597
6151,70117,2009-10-30T21:34:16Z,5,34.6046828333,-92.5319597
6151,70111,2010-12-31T17:00:50Z,5,34.6045871667,-92.5319427333
6151,70111,2009-11-17T17:47:07Z,5,34.6045871667,-92.5319427333
6151,70111,2009-10-30T21:32:50Z,5,34.6045871667,-92.5319427333
6151,3188842,2010-12-31T16:20:59Z,5,34.620589169,-92.495715333
6151,3188842,2010-11-02T00:54:24Z,5,34.620589169,-92.495715333
6151,35819,2010-12-31T00:50:49Z,5,34.75184075,-92.4146157167
6151,35819,2009-11-05T18:04:35Z,5,34.75184075,-92.4146157167
6151,35819,2009-10-22T19:09:34Z,5,34.75184075,-92.4146157167
6151,35819,2009-10-19T19:08:59Z,5,34.75184075,-92.4146157167
6151,35819,2009-10-12T17:50:44Z,5,34.75184075,-92.4146157167
6151,35819,2009-10-03T19:48:38Z,5,34.75184075,-92.4146157167
74630,35819,2011-05-29T00:46:50Z,5,34.75184075,-92.4146157167
74630,35819,2010-09-04T18:39:16Z,5,34.75184075,-92.4146157167
74630,35819,2010-08-28T20:44:42Z,5,34.75184075,-92.4146157167
74630,35819,2010-06-23T23:15:27Z,5,34.75184075,-92.4146157167
71697,35819,2010-01-31T18:29:35Z,5,34.75184075,-92.4146157167
71697,35819,2010-01-22T18:37:50Z,5,34.75184075,-92.4146157167
71697,35819,2010-01-16T20:04:28Z,5,34.75184075,-92.4146157167
71697,35819,2010-01-15T19:22:29Z,5,34.75184075,-92.4146157167
6151,35782,2010-12-31T00:50:29Z,5,34.7521569833,-92.4141550333
6151,35782,2009-11-07T23:23:20Z,5,34.7521569833,-92.4141550333
6151,35782,2009-11-05T18:05:09Z,5,34.7521569833,-92.4141550333
6151,35782,2009-11-04T17:26:58Z,5,34.7521569833,-92.4141550333
6151,35782,2009-10-22T19:09:53Z,5,34.7521569833,-92.4141550333
6151,35782,2009-10-19T19:09:24Z,5,34.7521569833,-92.4141550333
6151,35782,2009-10-12T17:51:17Z,5,34.7521569833,-92.4141550333
6151,35782,2009-10-09T21:37:23Z,5,34.7521569833,-92.4141550333
6151,35782,2009-10-03T19:23:11Z,5,34.7521569833,-92.4141550333
73156,35782,2010-09-17T22:01:13Z,5,34.7521569833,-92.4141550333
73156,35782,2010-06-08T21:36:54Z,5,34.7521569833,-92.4141550333
21919,35782,2010-01-31T22:49:18Z,5,34.7521569833,-92.4141550333
74630,35782,2011-03-15T18:55:51Z,5,34.7521569833,-92.4141550333
74630,35782,2011-03-02T22:28:59Z,5,34.7521569833,-92.4141550333
6151,199653,2010-12-30T23:49:26Z,2,34.7325044667,-92.3950544
73156,199653,2010-07-03T00:20:05Z,2,34.7325044667,-92.3950544
21919,199653,2010-03-05T23:58:47Z,2,34.7325044667,-92.3950544
21919,199653,2010-02-15T02:29:35Z,2,34.7325044667,-92.3950544
6151,759013,2010-12-26T19:06:35Z,2,34.4756927459,-93.0598220825
6151,37150,2010-12-26T04:15:45Z,0,34.5844289,-92.4964742833
6151,37150,2010-12-03T00:16:22Z,0,34.5844289,-92.4964742833
6151,37150,2010-11-20T13:01:22Z,0,34.5844289,-92.4964742833
6151,37150,2010-11-14T01:23:39Z,0,34.5844289,-92.4964742833
6151,37150,2010-11-12T11:45:55Z,0,34.5844289,-92.4964742833
6151,37150,2009-11-17T04:21:32Z,0,34.5844289,-92.4964742833
6151,37150,2009-11-08T13:59:05Z,0,34.5844289,-92.4964742833
6151,37150,2009-11-07T12:46:24Z,0,34.5844289,-92.4964742833
6151,37150,2009-11-02T05:54:18Z,0,34.5844289,-92.4964742833
6151,37150,2009-11-01T04:25:35Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-29T21:48:03Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-29T11:08:42Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-27T01:58:50Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-23T14:01:37Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-23T03:43:35Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-22T01:41:55Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-21T11:02:35Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-21T03:01:42Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-20T03:40:39Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-19T01:34:53Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-18T10:55:16Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-17T21:28:31Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-17T11:28:07Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-17T00:43:43Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-16T20:33:21Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-16T12:36:01Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-16T03:13:43Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-15T23:05:57Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-15T12:09:18Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-15T03:04:48Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-14T11:52:38Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-14T02:05:07Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-13T00:34:41Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-12T14:00:00Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-12T03:21:56Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-11T03:12:22Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-10T04:05:00Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-09T04:19:31Z,0,34.5844289,-92.4964742833
6151,37150,2009-10-04T23:20:32Z,0,34.5844289,-92.4964742833
6151,447703,2010-12-12T19:33:50Z,5,34.4631200667,-93.0568824667
6151,447703,2010-11-07T18:18:32Z,5,34.4631200667,-93.0568824667
6151,1597542,2010-12-04T18:40:46Z,2,34.9451172352,-92.0604676008
6151,6420087,2010-12-02T13:43:09Z,1,34.563014367,-92.587985641
6151,1136058,2010-12-02T13:39:45Z,0,34.56217325,-92.5894181167
6151,3595876,2010-12-02T13:32:35Z,0,34.5621819833,-92.6063884
1531870,3595876,2010-10-12T23:17:51Z,0,34.5621819833,-92.6063884
6151,1262379,2010-12-01T12:42:38Z,2,34.539631083,-92.649056783
6151,6511547,2010-11-28T23:07:06Z,4,34.59815949,-93.00398141
6151,6424706,2010-11-24T13:28:54Z,2,34.563125629,-92.587140097
6151,6424706,2010-11-13T14:53:10Z,2,34.563125629,-92.587140097
6151,207334,2010-11-21T17:53:05Z,2,34.4543369667,-93.0660471
6151,207334,2010-11-14T18:22:24Z,2,34.4543369667,-93.0660471
6151,207334,2010-10-17T16:59:38Z,2,34.4543369667,-93.0660471
6151,291199,2010-11-16T00:28:21Z,0,34.80880296,-92.48234057
6151,6433989,2010-11-14T23:15:37Z,5,34.621916493,-92.856913215
6151,682302,2010-11-14T23:14:45Z,6,34.6218053014,-92.858023992
6151,721061,2010-11-14T18:33:19Z,6,34.4535428981,-93.0751935091
6151,1028480,2010-11-14T18:32:48Z,2,34.4519924333,-93.0717764833
6151,1028480,2010-10-17T17:07:46Z,2,34.4519924333,-93.0717764833
6151,753479,2010-11-14T18:32:13Z,5,34.4575881958,-93.0621261597
6151,753479,2010-10-17T17:06:43Z,5,34.4575881958,-93.0621261597
6151,1320059,2010-11-14T18:32:01Z,5,34.456190083,-93.061208183
6151,1320059,2010-10-17T17:05:33Z,5,34.456190083,-93.061208183
6151,790607,2010-11-14T18:31:15Z,5,34.4572677612,-93.0622558594
6151,790607,2010-10-17T17:05:24Z,5,34.4572677612,-93.0622558594
6151,272854,2010-11-14T18:31:01Z,2,34.4572667,-93.0622567
6151,272854,2010-10-17T17:05:15Z,2,34.4572667,-93.0622567
862,272854,2009-12-26T18:17:28Z,2,34.4572667,-93.0622567
6151,1489609,2010-11-14T18:30:23Z,5,34.454652522,-93.06105051
6151,1489609,2010-10-17T17:04:58Z,5,34.454652522,-93.06105051
6151,1370125,2010-11-14T18:30:10Z,2,34.457347987,-93.062748803
6151,1370125,2010-10-17T17:04:44Z,2,34.457347987,-93.062748803
6151,1794989,2010-11-14T18:29:53Z,2,34.456870488,-93.062623849
6151,1794989,2010-10-17T17:04:35Z,2,34.456870488,-93.062623849
6151,314529,2010-11-14T18:29:07Z,5,34.4547771167,-93.0613285333
6151,314529,2010-10-17T17:04:25Z,5,34.4547771167,-93.0613285333
6151,753700,2010-11-14T18:28:56Z,5,34.4566348506,-93.0627643978
6151,753700,2010-10-17T17:04:09Z,5,34.4566348506,-93.0627643978
6151,1801267,2010-11-14T18:28:46Z,2,34.455996317,-93.063134167
6151,1801267,2010-10-17T17:02:58Z,2,34.455996317,-93.063134167
6151,1343032,2010-11-14T18:28:32Z,5,34.45475584,-93.06944394
6151,1343032,2010-10-17T17:03:32Z,5,34.45475584,-93.06944394
6151,1575037,2010-11-14T18:28:02Z,5,34.456705117,-93.064131833
6151,1575037,2010-10-17T17:02:48Z,5,34.456705117,-93.064131833
6151,1530493,2010-11-14T18:27:25Z,2,34.45646607,-93.06812345
6151,1530493,2010-10-17T17:03:16Z,2,34.45646607,-93.06812345
6151,1441353,2010-11-14T18:26:34Z,2,34.455861717,-93.063990033
6151,1441353,2010-10-17T17:00:56Z,2,34.455861717,-93.063990033
6151,3534173,2010-11-14T18:26:17Z,5,34.4558333333,-93.0677777778
6151,3534173,2010-10-17T17:02:06Z,5,34.4558333333,-93.0677777778
6151,3532319,2010-11-14T18:26:01Z,5,34.4558333333,-93.0677777778
6151,3532319,2010-10-17T17:02:40Z,5,34.4558333333,-93.0677777778
6151,3531653,2010-11-14T18:25:26Z,5,34.4558333333,-93.0677777778
6151,3531653,2010-10-17T17:01:07Z,5,34.4558333333,-93.0677777778
6151,3533777,2010-11-14T18:25:06Z,5,34.4558333333,-93.0677777778
6151,3533777,2010-10-17T17:01:17Z,5,34.4558333333,-93.0677777778
6151,3533471,2010-11-14T18:24:39Z,5,34.4558333333,-93.0677777778
6151,3533471,2010-10-17T17:02:28Z,5,34.4558333333,-93.0677777778
6151,3532229,2010-11-14T18:24:12Z,5,34.4558333333,-93.0677777778
6151,3532229,2010-10-17T17:02:18Z,5,34.4558333333,-93.0677777778
6151,3533597,2010-11-14T18:24:01Z,5,34.4558333333,-93.0677777778
6151,3533597,2010-10-17T17:01:29Z,5,34.4558333333,-93.0677777778
6151,1717458,2010-11-14T18:23:48Z,2,34.454987267,-93.064145517
6151,1717458,2010-10-17T17:00:46Z,2,34.454987267,-93.064145517
6151,705615,2010-11-14T18:23:25Z,2,34.4539135695,-93.0667412281
6151,705615,2010-10-17T17:00:33Z,2,34.4539135695,-93.0667412281
6151,1041312,2010-11-14T01:25:41Z,1,34.5941270338,-92.4935531616
6151,1041312,2010-11-12T11:47:46Z,1,34.5941270338,-92.4935531616
6151,1471980,2010-11-14T01:25:32Z,0,34.589360533,-92.4919505
6151,1471980,2010-11-12T11:47:29Z,0,34.589360533,-92.4919505
6151,1471980,2010-11-02T20:19:44Z,0,34.589360533,-92.4919505
6151,1385771,2010-11-14T01:24:58Z,4,34.58985209,-92.49501198
6151,1385771,2010-11-12T11:47:12Z,4,34.58985209,-92.49501198
6151,2868739,2010-11-14T01:24:17Z,0,34.584123833,-92.493848633
6151,2868739,2010-11-12T11:46:59Z,0,34.584123833,-92.493848633
6151,690336,2010-11-14T01:24:03Z,5,34.58323478,-92.49862486
6151,690336,2010-11-12T11:46:46Z,5,34.58323478,-92.49862486
6151,364637,2010-11-12T17:56:32Z,2,34.74855321,-92.28771442
73156,364637,2010-04-30T16:36:09Z,2,34.74855321,-92.28771442
6151,896013,2010-11-12T14:32:18Z,0,34.750834,-92.2966238
6151,68257,2010-11-11T22:59:41Z,5,34.6242256667,-92.4965654333
6151,68257,2009-12-05T17:51:51Z,5,34.6242256667,-92.4965654333
6151,68257,2009-11-14T19:56:02Z,5,34.6242256667,-92.4965654333
6151,68257,2009-10-30T19:28:27Z,5,34.6242256667,-92.4965654333
6151,68257,2009-10-29T21:09:24Z,5,34.6242256667,-92.4965654333
6151,485236,2010-11-10T00:23:19Z,2,34.7934882,-92.4021095833
6151,35535,2010-11-08T18:04:29Z,0,34.6682212833,-92.39074805
6151,35535,2009-12-06T22:46:16Z,0,34.6682212833,-92.39074805
6151,35535,2009-11-30T15:22:38Z,0,34.6682212833,-92.39074805
6151,35535,2009-11-08T14:13:36Z,0,34.6682212833,-92.39074805
6151,35535,2009-11-05T20:37:00Z,0,34.6682212833,-92.39074805
6151,35535,2009-11-04T22:17:02Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-31T23:24:39Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-28T20:58:49Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-27T20:27:42Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-26T23:27:11Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-22T19:42:00Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-20T19:55:20Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-19T13:29:00Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-18T20:48:59Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-15T17:56:08Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-14T16:31:05Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-12T18:35:33Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-12T15:29:04Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-11T21:48:15Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-10T22:34:50Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-10T17:35:20Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-07T14:22:27Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-04T21:49:05Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-04T13:22:09Z,0,34.6682212833,-92.39074805
6151,35535,2009-10-03T16:35:11Z,0,34.6682212833,-92.39074805
6151,759506,2010-11-07T18:19:57Z,5,34.4647430557,-93.0595233342
6151,759513,2010-11-07T18:19:45Z,5,34.4647430557,-93.0595233342
6151,759554,2010-11-07T18:19:34Z,5,34.4647430557,-93.0595233342
6151,759542,2010-11-07T18:19:12Z,5,34.4647430557,-93.0595233342
6151,3996344,2010-11-07T18:19:01Z,5,34.463157547,-93.05685166
